Reference PDB,ESMF PDB,scTM Value,RMSD Value
2yzh.pdb,2yzh.pdb,0.9684899318823077,0.70657164
2rji.pdb,2rji.pdb,0.48432675607901304,7.5557733
3gkm.pdb,3gkm.pdb,0.9846901650131727,0.47828075
2lv3.pdb,2lv3.pdb,0.7482889992367544,2.2186892
3gnj.pdb,3gnj.pdb,0.9545596500948458,0.78589046
1at0.pdb,1at0.pdb,0.9875674272613665,0.41034877
3pcr.pdb,3pcr.pdb,0.3624838974528518,18.79158
1uyj.pdb,1uyj.pdb,0.8855374391095671,2.1052692
1cyu.pdb,1cyu.pdb,0.5455394235975339,6.1506667
4kz1.pdb,4kz1.pdb,0.9739022250266923,0.5908593
1qw2.pdb,1qw2.pdb,0.3480634111414768,9.682091
1m2a.pdb,1m2a.pdb,0.971066657609341,0.54785377
4jd0.pdb,4jd0.pdb,0.9409474198900621,1.2736212
3q2e.pdb,3q2e.pdb,0.9767429045579846,0.52818197
2yqd.pdb,2yqd.pdb,0.8096444347270898,5.271654
4evw.pdb,4evw.pdb,0.9571966271770258,0.9820773
4gym.pdb,4gym.pdb,0.9499182620949513,0.8282071
3a76.pdb,3a76.pdb,0.968682964428912,0.6928736
2yua.pdb,2yua.pdb,0.6892048909792147,7.0474133
2icg.pdb,2icg.pdb,0.9367595730817408,0.97041947
3soy.pdb,3soy.pdb,0.9102970274378771,2.6410599
3ijm.pdb,3ijm.pdb,0.8302536581681617,3.0799377
2ctq.pdb,2ctq.pdb,0.684110362565556,10.922496
3emx.pdb,3emx.pdb,0.9779716252215117,0.5358544
3zf8.pdb,3zf8.pdb,0.9186921079505915,1.6596859
1dml.pdb,1dml.pdb,0.8615896596148294,2.4160306
3gv1.pdb,3gv1.pdb,0.9697776307749275,0.6611831
2znm.pdb,2znm.pdb,0.9672158672483122,0.73902655
2ehz.pdb,2ehz.pdb,0.9463752018609937,1.5008545
5j7d.pdb,5j7d.pdb,0.954001316571114,0.7219343
1fuw.pdb,1fuw.pdb,0.6393896632703819,5.116479
1wp0.pdb,1wp0.pdb,0.9854107530364542,0.48538437
3bb9.pdb,3bb9.pdb,0.9822667144586632,0.47577885
3oa4.pdb,3oa4.pdb,0.952624579323834,0.9820293
3d5p.pdb,3d5p.pdb,0.9254360168856827,1.9043492
2ahy.pdb,2ahy.pdb,0.8831659132143401,1.3239397
1ezj.pdb,1ezj.pdb,0.766557891120152,3.25703
2ia7.pdb,2ia7.pdb,0.9231319105492088,0.9698476
3nxb.pdb,3nxb.pdb,0.958592124332116,0.6573583
1bf0.pdb,1bf0.pdb,0.7117675451955637,2.1522853
2ayt.pdb,2ayt.pdb,0.9836435848133919,0.62101734
4mym.pdb,4mym.pdb,0.8413654047759284,2.1926153
3ct8.pdb,3ct8.pdb,0.9335095411750509,1.0936905
1cq3.pdb,1cq3.pdb,0.3128750960428522,17.611296
5cq8.pdb,5cq8.pdb,0.909457851733645,1.4408467
1x0j.pdb,1x0j.pdb,0.9709743881693098,0.54209054
2gux.pdb,2gux.pdb,0.8298157305421036,5.9718432
3gl5.pdb,3gl5.pdb,0.892617570208345,4.767014
1u14.pdb,1u14.pdb,0.9823316192519133,0.5300609
1wa8.pdb,1wa8.pdb,0.7329656044283052,3.4796555
1y6x.pdb,1y6x.pdb,0.9302289917148181,0.8720902
1mkn.pdb,1mkn.pdb,0.21084193969583562,10.820622
1v57.pdb,1v57.pdb,0.7980745383863583,3.1729188
1gyz.pdb,1gyz.pdb,0.775562378222206,1.5707706
1b65.pdb,1b65.pdb,0.955768258705608,1.2120868
2hep.pdb,2hep.pdb,0.4013603435258183,9.883479
2prv.pdb,2prv.pdb,0.9227587062780872,1.4986091
1ss4.pdb,1ss4.pdb,0.9432389068962186,1.0106686
1lom.pdb,1lom.pdb,0.46498178824782277,15.31648
1y4m.pdb,1y4m.pdb,0.5931862808796119,11.146549
3p8a.pdb,3p8a.pdb,0.9795708384451547,0.6689207
3h3h.pdb,3h3h.pdb,0.9437559241888347,0.86320037
3d9r.pdb,3d9r.pdb,0.9598939707795434,1.0684123
4n04.pdb,4n04.pdb,0.9476219931737376,0.7416673
2h8l.pdb,2h8l.pdb,0.9851615337160884,0.6017749
2p14.pdb,2p14.pdb,0.936184047893363,1.1821198
1tly.pdb,1tly.pdb,0.8245735894574305,3.6010952
1thx.pdb,1thx.pdb,0.9678367150755348,0.60952944
2npb.pdb,2npb.pdb,0.6610513605795654,3.1666517
2rbb.pdb,2rbb.pdb,0.9415246930015387,0.8498368
4cgx.pdb,4cgx.pdb,0.3954490648512222,12.610079
2i7r.pdb,2i7r.pdb,0.9317872629388109,1.2060204
2ch9.pdb,2ch9.pdb,0.8957473735931015,1.858525
1jyk.pdb,1jyk.pdb,0.9837782348102933,0.57001036
1b78.pdb,1b78.pdb,0.9005357564404903,1.5454514
1xq8.pdb,1xq8.pdb,0.3901823724312946,14.098216
2kx2.pdb,2kx2.pdb,0.5759333843687783,4.3448563
2h9d.pdb,2h9d.pdb,0.5664134153787483,4.7479424
1xou.pdb,1xou.pdb,0.533478808315285,11.811129
5j9b.pdb,5j9b.pdb,0.9498054997759818,0.92775476
1x99.pdb,1x99.pdb,0.9381417801109297,0.99627477
4bf3.pdb,4bf3.pdb,0.7796692342511575,3.0866163
3cni.pdb,3cni.pdb,0.9376644039224012,1.0303173
2jzj.pdb,2jzj.pdb,0.8371698722526449,3.275482
1x4w.pdb,1x4w.pdb,0.6446707749803036,6.48257
2pqf.pdb,2pqf.pdb,0.96202326111524,0.77916
2x5y.pdb,2x5y.pdb,0.9807559405650402,0.5620842
2ml5.pdb,2ml5.pdb,0.4558287751787676,14.708458
1w4v.pdb,1w4v.pdb,0.9760385810059917,0.5239253
4ew5.pdb,4ew5.pdb,0.8343978763854425,3.671417
2gts.pdb,2gts.pdb,0.7138152990372426,4.370313
1i9d.pdb,1i9d.pdb,0.9609104270086749,0.7658703
3f7s.pdb,3f7s.pdb,0.9204949415742583,1.1181657
2qnt.pdb,2qnt.pdb,0.9108331325067162,1.5352823
2mzb.pdb,2mzb.pdb,0.7756400637274997,3.2486105
3hdc.pdb,3hdc.pdb,0.9071519459841083,2.6784968
2r6u.pdb,2r6u.pdb,0.8687935921485211,2.0513737
3cgx.pdb,3cgx.pdb,0.9681520598947578,0.8119065
4g6x.pdb,4g6x.pdb,0.9421985960530453,0.9010368
2lns.pdb,2lns.pdb,0.4812572582632557,10.075619
4mo0.pdb,4mo0.pdb,0.9641566338374332,0.44423845
1nm3.pdb,1nm3.pdb,0.7461131514452872,4.435317
2l6c.pdb,2l6c.pdb,0.7705809868545498,2.2695098
1pv0.pdb,1pv0.pdb,0.6550804022399235,5.20226
2nr5.pdb,2nr5.pdb,0.622563091723861,8.451513
2gu3.pdb,2gu3.pdb,0.9442076490796567,0.9369185
1faf.pdb,1faf.pdb,0.7586902306042315,2.3997462
1i2t.pdb,1i2t.pdb,0.9645108296560332,0.4357775
2vq9.pdb,2vq9.pdb,0.9605291613353258,0.6895335
2fk5.pdb,2fk5.pdb,0.9568052160633898,1.0897176
2wgo.pdb,2wgo.pdb,0.6310948622968393,8.424256
3f9s.pdb,3f9s.pdb,0.9532398737850034,1.0113581
5evh.pdb,5evh.pdb,0.9659293658477447,0.6520227
3m4r.pdb,3m4r.pdb,0.963605929853578,0.96455795
1n02.pdb,1n02.pdb,0.9437320296179013,0.83425796
3fgy.pdb,3fgy.pdb,0.937850336773518,1.0779229
3apa.pdb,3apa.pdb,0.9750217281753591,0.5397484
1a1x.pdb,1a1x.pdb,0.39454958927295813,11.7155695
3kol.pdb,3kol.pdb,0.885536875464437,3.314099
4euy.pdb,4euy.pdb,0.8858935159017011,1.2955018
1kll.pdb,1kll.pdb,0.9176418336275083,1.1586032
1qoy.pdb,1qoy.pdb,0.8046353835015757,5.827533
3keb.pdb,3keb.pdb,0.9699595465468995,0.69605505
2f51.pdb,2f51.pdb,0.9763910092075027,0.541567
2k18.pdb,2k18.pdb,0.8288322073643304,2.6889775
1zyn.pdb,1zyn.pdb,0.9855603839779321,0.50259733
1so9.pdb,1so9.pdb,0.707470056123842,4.4984345
3ous.pdb,3ous.pdb,0.8052176516096814,2.8350463
3oxh.pdb,3oxh.pdb,0.9506092531176314,1.5448623
3gm5.pdb,3gm5.pdb,0.9033253458337143,3.2123244
3ec9.pdb,3ec9.pdb,0.9602876847477952,0.74864256
2rfr.pdb,2rfr.pdb,0.9511104350890848,0.9932232
2dlx.pdb,2dlx.pdb,0.6728230067263463,9.434167
3k2j.pdb,3k2j.pdb,0.9477305966706312,0.8943243
1z9i.pdb,1z9i.pdb,0.42210623236763384,5.5422535
3f7c.pdb,3f7c.pdb,0.8498290526902779,3.026152
4j8t.pdb,4j8t.pdb,0.9241395289507848,1.1028509
1y74.pdb,1y74.pdb,0.5503055131195388,2.574484
3fhk.pdb,3fhk.pdb,0.9633357954050603,0.7706992
2rsx.pdb,2rsx.pdb,0.8930458777663701,1.9934589
3c0n.pdb,3c0n.pdb,0.6732910590943484,12.65181
2nn4.pdb,2nn4.pdb,0.9743291720458155,0.388889
2lkl.pdb,2lkl.pdb,0.7807522866230502,2.484769
1v84.pdb,1v84.pdb,0.902454533376155,2.4882433
4dw0.pdb,4dw0.pdb,0.7905216980645022,3.8322332
1wnh.pdb,1wnh.pdb,0.9824962902276039,0.6005855
4hqs.pdb,4hqs.pdb,0.9839002463790615,0.48682863
1a2p.pdb,1a2p.pdb,0.9675813586287687,0.6046889
4r80.pdb,4r80.pdb,0.9552153689225813,0.55249506
3dxr.pdb,3dxr.pdb,0.44470119223776167,6.469604
3t0q.pdb,3t0q.pdb,0.9861130048991977,0.602029
3zij.pdb,3zij.pdb,0.9386664923822009,0.8161939
3ec3.pdb,3ec3.pdb,0.9804860468638328,0.72732955
1u6t.pdb,1u6t.pdb,0.9760224226245883,0.5599176
2m80.pdb,2m80.pdb,0.8587240589295209,1.5054997
1z3e.pdb,1z3e.pdb,0.9389610284224066,0.92446244
1wdj.pdb,1wdj.pdb,0.9845144061968493,0.5474773
1sjw.pdb,1sjw.pdb,0.9454596171586249,1.0237601
1vmo.pdb,1vmo.pdb,0.8930569636943512,1.8720467
2o7g.pdb,2o7g.pdb,0.9584484684217358,0.73186624
2kw8.pdb,2kw8.pdb,0.8017171858597733,7.1681185
4abm.pdb,4abm.pdb,0.5010041940934256,29.624298
2q9r.pdb,2q9r.pdb,0.9631587844925696,0.87379533
2r9i.pdb,2r9i.pdb,0.8703608386382949,1.1868608
4fcz.pdb,4fcz.pdb,0.9553962905966683,0.97648996
1z7p.pdb,1z7p.pdb,0.8818071282082354,2.2645755
1f9x.pdb,1f9x.pdb,0.22664947023963858,20.29112
3cm1.pdb,3cm1.pdb,0.92498844365697,1.1101099
2gbo.pdb,2gbo.pdb,0.5853770249403413,20.788551
2wz9.pdb,2wz9.pdb,0.8867145303301704,3.8885179
3f4r.pdb,3f4r.pdb,0.9644415374278903,0.8861746
3tow.pdb,3tow.pdb,0.9586820178703852,0.8029755
3f40.pdb,3f40.pdb,0.946169452471263,1.3749427
2auv.pdb,2auv.pdb,0.26893044643624425,13.129434
1dzf.pdb,1dzf.pdb,0.9421931331662002,1.2052543
3oaj.pdb,3oaj.pdb,0.9845294910428619,0.61194396
3eck.pdb,3eck.pdb,0.9127200220068074,2.498132
1pvt.pdb,1pvt.pdb,0.9716980169190467,0.8035724
2q22.pdb,2q22.pdb,0.9176122550094996,1.2448791
1ar0.pdb,1ar0.pdb,0.9632598780563576,0.71727526
1waz.pdb,1waz.pdb,0.520012638448473,4.011585
1u69.pdb,1u69.pdb,0.9605380399515736,0.8301427
3can.pdb,3can.pdb,0.9767793938628129,0.60736895
3on9.pdb,3on9.pdb,0.3584530927303308,14.396726
4u13.pdb,4u13.pdb,0.9667471644435699,0.6430889
4oeb.pdb,4oeb.pdb,0.963098246220405,0.69962895
1h75.pdb,1h75.pdb,0.9405820766362355,0.84396935
1obs.pdb,1obs.pdb,0.9699188070956248,0.87121165
2krt.pdb,2krt.pdb,0.3428137227346853,15.173727
3ef8.pdb,3ef8.pdb,0.8875544170165682,3.1574445
1ka2.pdb,1ka2.pdb,0.981662356280416,0.87246966
2gxf.pdb,2gxf.pdb,0.8972978547140211,1.4171811
2vsg.pdb,2vsg.pdb,0.9398868163189866,1.5008732
3bcv.pdb,3bcv.pdb,0.9798832080185199,0.5841275
1zde.pdb,1zde.pdb,0.9145969208615139,1.5917611
2p7s.pdb,2p7s.pdb,0.9363759403883757,1.0519056
1idp.pdb,1idp.pdb,0.9743386989564796,0.6113085
1qto.pdb,1qto.pdb,0.9612625992505627,0.6775231
4mnn.pdb,4mnn.pdb,0.9521622084551686,1.0399354
3hkv.pdb,3hkv.pdb,0.9540567915716512,0.97885495
2g5x.pdb,2g5x.pdb,0.8988689315423528,2.3678286
1z6n.pdb,1z6n.pdb,0.9737340732328448,0.67830795
3ga4.pdb,3ga4.pdb,0.9632121606057863,0.7876879
2nxv.pdb,2nxv.pdb,0.8795005035071743,3.4386823
2qzi.pdb,2qzi.pdb,0.733859770670862,4.7077
2dpw.pdb,2dpw.pdb,0.9734986393460744,0.7483479
1mgr.pdb,1mgr.pdb,0.9430893179104148,0.7721052
1vp2.pdb,1vp2.pdb,0.978491821070813,0.6331334
2kyy.pdb,2kyy.pdb,0.7923237768516684,8.5068655
1tzf.pdb,1tzf.pdb,0.8305720384825734,4.822534
2c0n.pdb,2c0n.pdb,0.8184961482481518,4.7213626
1gh2.pdb,1gh2.pdb,0.9847899589866912,0.38024145
1jc4.pdb,1jc4.pdb,0.8860026176195193,1.5167181
3b7c.pdb,3b7c.pdb,0.9678408016489808,0.60228574
1zsw.pdb,1zsw.pdb,0.9362207316611949,2.1150293
1x59.pdb,1x59.pdb,0.6447972344874331,9.72702
3ocr.pdb,3ocr.pdb,0.9737689727240368,0.78457034
3ukm.pdb,3ukm.pdb,0.905232844100358,1.8167875
3rhe.pdb,3rhe.pdb,0.8517740640603475,1.5921983
4lws.pdb,4lws.pdb,0.7793055031019068,2.1049368
2cw9.pdb,2cw9.pdb,0.8888161802871903,3.5920231
1jjo.pdb,1jjo.pdb,0.3961444961492911,5.1572127
1qg8.pdb,1qg8.pdb,0.8605707812680584,6.4039645
4l3u.pdb,4l3u.pdb,0.9449120041227596,0.86390185
2bo4.pdb,2bo4.pdb,0.9576960310364867,1.253615
3d5n.pdb,3d5n.pdb,0.9615932128277894,0.8021798
5go5.pdb,5go5.pdb,0.9466262401534425,1.8058801
4ihu.pdb,4ihu.pdb,0.9682575698543562,0.6902638
2k9p.pdb,2k9p.pdb,0.4242799371957672,6.0325294
3ghj.pdb,3ghj.pdb,0.9809309345469098,0.46815598
4hc5.pdb,4hc5.pdb,0.947961835859628,0.9082246
3k0z.pdb,3k0z.pdb,0.9390379173630119,0.97017163
3p2a.pdb,3p2a.pdb,0.968692343004363,0.6386402
1wpi.pdb,1wpi.pdb,0.5538502984205885,5.4979076
1sed.pdb,1sed.pdb,0.5022223014414214,16.246256
3er7.pdb,3er7.pdb,0.9147447142390494,1.1651087
1nw2.pdb,1nw2.pdb,0.9741201369474084,0.5275887
3tzt.pdb,3tzt.pdb,0.9657669334003384,0.84183496
2ehp.pdb,2ehp.pdb,0.34361109683236596,12.954142
1r26.pdb,1r26.pdb,0.9425779852783825,1.0509998
1ac1.pdb,1ac1.pdb,0.9738574701983733,0.700903
2zyq.pdb,2zyq.pdb,0.9579127538921401,1.0507855
2qh0.pdb,2qh0.pdb,0.9590248694112461,0.7928265
3gzb.pdb,3gzb.pdb,0.8735457065903445,2.6006393
2m46.pdb,2m46.pdb,0.9163412597163602,1.130103
4f9z.pdb,4f9z.pdb,0.6084412456817808,8.723172
4exr.pdb,4exr.pdb,0.9763443162861425,0.5525187
4ddn.pdb,4ddn.pdb,0.9279539430484134,1.2461736
2qh9.pdb,2qh9.pdb,0.9573181386485061,0.91136724
5aig.pdb,5aig.pdb,0.9739235799598072,0.5733302
2lqt.pdb,2lqt.pdb,0.365457189486416,16.26764
2dbc.pdb,2dbc.pdb,0.8097063361715586,4.2988663
2ro1.pdb,2ro1.pdb,0.6055300342385064,6.5905166
2jac.pdb,2jac.pdb,0.982602644842889,0.4416083
3goc.pdb,3goc.pdb,0.9874660754899761,0.52561224
1avv.pdb,1avv.pdb,0.3938746306553797,11.978548
3myd.pdb,3myd.pdb,0.9644410126703504,1.1802922
2krx.pdb,2krx.pdb,0.38337676563044204,14.491115
4it7.pdb,4it7.pdb,0.9552605218982002,0.68245035
1ezr.pdb,1ezr.pdb,0.9482572261415595,1.1956729
2rjb.pdb,2rjb.pdb,0.9564501204032124,1.3693502
2xt3.pdb,2xt3.pdb,0.9622603778455493,0.96515787
3oc9.pdb,3oc9.pdb,0.9567731305514026,1.3155037
1sg7.pdb,1sg7.pdb,0.5596955828450522,4.2440605
3f4s.pdb,3f4s.pdb,0.9685065559067134,0.84456015
3r6a.pdb,3r6a.pdb,0.9303881281686613,0.9201598
1rwz.pdb,1rwz.pdb,0.9825783976969382,0.62063473
2r0s.pdb,2r0s.pdb,0.932549030911022,1.6166337
1j4s.pdb,1j4s.pdb,0.9316732424851253,1.1914773
2pjs.pdb,2pjs.pdb,0.5879322518058968,11.118758
4n30.pdb,4n30.pdb,0.9508931318600579,0.9192317
2cx3.pdb,2cx3.pdb,0.9374168635482875,1.2310127
4ebg.pdb,4ebg.pdb,0.4605198787003852,6.5524235
3u97.pdb,3u97.pdb,0.9459766636809229,0.61905456
1x3z.pdb,1x3z.pdb,0.8507627709063742,3.067777
1u97.pdb,1u97.pdb,0.2737107844559596,13.475608
3ckj.pdb,3ckj.pdb,0.8797382195518534,4.5689745
2kaa.pdb,2kaa.pdb,0.30369542514911085,12.162393
1wff.pdb,1wff.pdb,0.44167960082803626,21.177992
3g16.pdb,3g16.pdb,0.8047385598265232,5.387516
2k54.pdb,2k54.pdb,0.888121649933652,1.4968376
3lh4.pdb,3lh4.pdb,0.9018557951574856,1.7999235
2f86.pdb,2f86.pdb,0.9050105372199903,1.3394227
1ce7.pdb,1ce7.pdb,0.9609665273196942,0.97973466
1wfh.pdb,1wfh.pdb,0.556072616182877,7.5366287
2pos.pdb,2pos.pdb,0.9707592775255651,0.46630737
3h51.pdb,3h51.pdb,0.9007296245354356,2.389998
1d0d.pdb,1d0d.pdb,0.6432572481549201,2.4735754
1qwz.pdb,1qwz.pdb,0.9218462696115567,2.586803
3zi1.pdb,3zi1.pdb,0.9694815400142811,0.8712186
1lcs.pdb,1lcs.pdb,0.4496794409762883,17.003948
3ot2.pdb,3ot2.pdb,0.9833261426965544,0.5365949
3iv4.pdb,3iv4.pdb,0.9725135450713459,0.5162831
1huf.pdb,1huf.pdb,0.6212906364748059,7.0825577
4lgq.pdb,4lgq.pdb,0.963441059974426,0.75652385
3gwr.pdb,3gwr.pdb,0.9672814448432214,0.63743967
2r01.pdb,2r01.pdb,0.9510016433832154,0.9431642
4mzc.pdb,4mzc.pdb,0.9807403648248668,0.46256667
2mc8.pdb,2mc8.pdb,0.908174962516052,1.145438
2nrj.pdb,2nrj.pdb,0.9169112525965148,1.9439491
2vkl.pdb,2vkl.pdb,0.6883323709464726,3.3138998
3gzr.pdb,3gzr.pdb,0.8681093062824246,2.7154062
3ga2.pdb,3ga2.pdb,0.9601715783177882,1.0712435
3d4e.pdb,3d4e.pdb,0.9202861884839597,1.2724181
2pxg.pdb,2pxg.pdb,0.3760948554633734,11.112608
4kt7.pdb,4kt7.pdb,0.9251829822466481,1.4786958
1prz.pdb,1prz.pdb,0.9694604661240749,0.85820013
3duk.pdb,3duk.pdb,0.8992718767878057,1.3289467
2y1s.pdb,2y1s.pdb,0.8622872033562876,1.4903886
3bu2.pdb,3bu2.pdb,0.7526286538561281,5.614997
4ml1.pdb,4ml1.pdb,0.8623650625884214,4.216803
4lx3.pdb,4lx3.pdb,0.9470426325610676,0.809693
3eby.pdb,3eby.pdb,0.9458948987919743,0.9192946
3ehc.pdb,3ehc.pdb,0.9820990448031256,0.5019086
3fcn.pdb,3fcn.pdb,0.9106880791220925,1.3324144
3kp8.pdb,3kp8.pdb,0.982810176720547,0.36252826
3ktb.pdb,3ktb.pdb,0.9194336279365909,1.1077192
1zma.pdb,1zma.pdb,0.956161736960575,0.72516114
4nsp.pdb,4nsp.pdb,0.9829865459746479,0.5945093
3fsd.pdb,3fsd.pdb,0.9711919018645429,0.5393822
4x2o.pdb,4x2o.pdb,0.8349333321813945,3.8080072
3mqm.pdb,3mqm.pdb,0.952909852124491,0.8292104
3c7m.pdb,3c7m.pdb,0.978214563800815,0.6393565
3sk2.pdb,3sk2.pdb,0.8277943273670896,2.2896476
3en8.pdb,3en8.pdb,0.9152541597676477,1.106071
4m6r.pdb,4m6r.pdb,0.9572334854157204,1.1889921
2vrz.pdb,2vrz.pdb,0.7960174816958125,1.9793003
1c7h.pdb,1c7h.pdb,0.9396124943834813,0.8784287
1bct.pdb,1bct.pdb,0.4823335743944167,9.748492
2lja.pdb,2lja.pdb,0.7939225596992862,3.3318589
3tco.pdb,3tco.pdb,0.9639118054094594,0.64273113
2jmz.pdb,2jmz.pdb,0.8769441226397023,2.1006942
2l5o.pdb,2l5o.pdb,0.8612813953954251,2.2417672
1sdi.pdb,1sdi.pdb,0.9866009138657705,0.4947443
1vpa.pdb,1vpa.pdb,0.9440485752496011,1.2884163
4w4k.pdb,4w4k.pdb,0.47596952537266873,4.467676
1s5a.pdb,1s5a.pdb,0.9559087376342981,0.81085896
2lrc.pdb,2lrc.pdb,0.8243830875265891,1.8290521
1s3a.pdb,1s3a.pdb,0.7608371239957392,1.865267
1d1r.pdb,1d1r.pdb,0.5570960593114633,3.7047486
1ecs.pdb,1ecs.pdb,0.9440305217259446,0.8956871
4pav.pdb,4pav.pdb,0.8965727264085123,1.7706666
2ls5.pdb,2ls5.pdb,0.919879293682516,1.6731817
3e0r.pdb,3e0r.pdb,0.9040572215043823,1.7922524
2lus.pdb,2lus.pdb,0.8441010133900715,1.9043825
1zgr.pdb,1zgr.pdb,0.6399300820402679,16.025274
4ec6.pdb,4ec6.pdb,0.9462295173163247,0.82803947
3c8i.pdb,3c8i.pdb,0.6235016710568452,7.0688086
3g67.pdb,3g67.pdb,0.5786115554648694,5.5821695
3raz.pdb,3raz.pdb,0.9507531258516779,0.8660115
2jq5.pdb,2jq5.pdb,0.7885119706854427,2.8122919
2cvb.pdb,2cvb.pdb,0.9547972934162958,0.8639617
1wjk.pdb,1wjk.pdb,0.7611298387615841,7.232232
2pb9.pdb,2pb9.pdb,0.9803016688971127,0.61563575
1gwy.pdb,1gwy.pdb,0.9846186265664107,0.54902965
2gtv.pdb,2gtv.pdb,0.5180322622857267,4.821614
3t8i.pdb,3t8i.pdb,0.9876727126521008,0.5719584
1x4t.pdb,1x4t.pdb,0.45167977631275497,9.506212
1i6i.pdb,1i6i.pdb,0.9548330532182352,1.1994795
2fy6.pdb,2fy6.pdb,0.9297392589475583,1.1734241
1df4.pdb,1df4.pdb,0.7266011263041343,2.1355586
3ngw.pdb,3ngw.pdb,0.9719993575253899,0.72102135
3his.pdb,3his.pdb,0.8241711123259979,3.978022
2gta.pdb,2gta.pdb,0.4539459543439579,11.595423
3g4n.pdb,3g4n.pdb,0.5743019343291984,16.892412
3nqz.pdb,3nqz.pdb,0.9317016398987114,1.2151934
2a15.pdb,2a15.pdb,0.8984060490292735,1.3497152
4ux7.pdb,4ux7.pdb,0.9624437709090711,0.88048506
1t6l.pdb,1t6l.pdb,0.7532693396020691,7.3354845
4rt5.pdb,4rt5.pdb,0.9199738624843846,1.1272566
1bjx.pdb,1bjx.pdb,0.8317249354863501,2.061692
3a57.pdb,3a57.pdb,0.48239050660530497,7.013342
3erw.pdb,3erw.pdb,0.9504569725006846,1.0954969
3fkf.pdb,3fkf.pdb,0.9767842438132094,0.55911136
3b59.pdb,3b59.pdb,0.9732607462932236,0.81628734
3cnx.pdb,3cnx.pdb,0.9588912953250671,0.730553
1syr.pdb,1syr.pdb,0.9748362720146385,0.5302151
3zbh.pdb,3zbh.pdb,0.9554405758466697,0.6559053
1f9z.pdb,1f9z.pdb,0.9414554528928198,0.9872
1q98.pdb,1q98.pdb,0.9521188887863085,0.86026
2z7b.pdb,2z7b.pdb,0.9802623132811383,0.6523665
2k6v.pdb,2k6v.pdb,0.9339171087052484,1.1865482
2vsh.pdb,2vsh.pdb,0.8824534682244991,2.9431565
3hx8.pdb,3hx8.pdb,0.9583735211346822,0.704689
